Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,DataSource,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,Citation,ProvisionAltValue,DataType,Comments,Enacted_Date,Effective_Date,GeoLocation,DisplayOrder,TopicTypeId,TopicId,MeasureId,ProvisionGroupID,ProvisionID
1999,4,GU,Guam,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.070,11 GUAM CODE ANN. § 26603,0.07,Money,,4/7/1983,4/7/1983,"(13.444304, 144.793731)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,MP,Northern Mariana Islands,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.50,4 CMC § 1402,0.5,Money,,1/24/1995,1/1/1995,"(15.0979, 145.6739)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,NH,New Hampshire,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.250,N.H. REV. STAT. ANN. § 78:7,0.25,Money,,2/2/1990,2/2/1990,"(43.65595011300047, -71.50036091999965)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,TN,Tennessee,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.130,TENN. CODE ANN. § 67-4-1004(a),0.13,Money,,4/15/1971,4/21/1971,"(35.68094058000048, -85.77449091399967)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,TX,Texas,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.410,TEX. TAX CODE § 154.021(1),0.41,Money,,6/7/1990,7/1/1990,"(31.827240407000488, -99.42677020599967)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,IA,Iowa,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.360,IOWA CODE ANN § 453A.6 (1),0.36,Money,,5/31/1991,6/1/1991,"(42.46940091300047, -93.81649055599968)",5,LEG,1010LEG,670CGR,10GRP,411
2000,4,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
2001,4,IL,Illinois,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.580,35 ILL. COMP. STAT. ANN. § 130/2.,0.58,Money,,12/4/1997,12/4/1997,"(40.48501028300046, -88.99771017799969)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,ID,Idaho,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.280,IDAHO CODE § 63-2506,0.28,Money,,4/1/1994,7/1/1994,"(43.682630005000476, -114.3637300419997)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,IA,Iowa,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.360,IOWA CODE ANN § 453A.6 (1),0.36,Money,,5/31/1991,6/1/1991,"(42.46940091300047, -93.81649055599968)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,GU,Guam,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.070,11 GUAM CODE ANN. § 26603,0.07,Money,,4/7/1983,4/7/1983,"(13.444304, 144.793731)",5,LEG,1010LEG,670CGR,10GRP,411
2001,4,NH,New Hampshire,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.520,N.H. REV. STAT. ANN. § 78:7,0.52,Money,,7/2/1999,7/6/1999,"(43.65595011300047, -71.50036091999965)",5,LEG,1010LEG,670CGR,10GRP,411
2001,4,TX,Texas,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.410,TEX. TAX CODE § 154.021(1),0.41,Money,,6/7/1990,7/1/1990,"(31.827240407000488, -99.42677020599967)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,NC,North Carolina,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.050,N.C. GEN. STAT. § 105-113.5,0.05,Money,,7/13/1991,8/1/1991,"(35.466220975000454, -79.15925046299964)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,NM,New Mexico,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.210,N.M. STAT. ANN. § 7-12-3(A),0.21,Money,,4/8/1993,7/1/1993,"(34.52088095200048, -106.24058098499967)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,GA,Georgia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.120,GA. CODE ANN. § 48-11-2(a)(3),0.12,Money,,4/15/1971,4/21/1971,"(32.83968109300048, -83.62758034599966)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,KY,Kentucky,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.030,KY. REV. STAT. ANN. § 138.140,0.03,Money,,3/29/1976,6/19/1976,"(37.645970271000465, -84.77497104799966)",5,LEG,1010LEG,670CGR,10GRP,411
1995,4,OR,Oregon,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.380,"OR. REV. STAT. § 323.030(1), note § 1(1)(1995)",0.38,Money,,6/30/1995,1/1/1996,"(44.56744942400047, -120.15503132599969)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,MH,Marshall Islands,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),No Provision,,0,Money,,,,"(11.3246908, 166.84174239999993)",5,LEG,1010LEG,670CGR,10GRP,411
1995,4,FL,Florida,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.339,FLA. STAT. ANN. § 210.02(1)(a),0.339,Money,,6/22/1990,7/1/1990,"(28.932040377000476, -81.92896053899966)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,VA,Virginia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.025,VA. CODE ANN. § 58.1-1001,0.025,Money,,4/9/1984,1/1/1985,"(37.54268067400045, -78.45789046299967)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,TX,Texas,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.410,TEX. TAX CODE § 154.021(1),0.41,Money,,6/7/1990,7/1/1990,"(31.827240407000488, -99.42677020599967)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,SC,South Carolina,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.070,S.C. CODE ANN. § 12-21-620 (1),0.07,Money,,5/31/1977,5/31/1977,"(33.998821303000454, -81.04537120699968)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,FL,Florida,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.339,FLA. STAT. ANN. § 210.02(1)(a),0.339,Money,,6/22/1990,7/1/1990,"(28.932040377000476, -81.92896053899966)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,VT,Vermont,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.440,"VT. STAT. ANN. tit. 32, § 7771",0.44,Money,,4/12/1995,7/1/1995,"(43.62538123900049, -72.51764079099962)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,IA,Iowa,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.360,IOWA CODE ANN § 453A.6 (1),0.36,Money,,5/31/1991,6/1/1991,"(42.46940091300047, -93.81649055599968)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,MA,Massachusetts,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.760,"MASS. GEN. LAWS ANN. ch. 64c, §§ 6, 7(a), and 7c(a)",0.76,Money,,12/27/1996,12/27/1996,"(42.27687047000046, -72.08269067499964)",5,LEG,1010LEG,670CGR,10GRP,411
2001,4,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,MO,Missouri,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.170,MO. REV. STAT. § 149.015(1),0.17,Money,,7/1/1993,10/1/1993,"(38.635790776000476, -92.56630005299968)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,OR,Oregon,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.280,"OR. REV. STAT. § 323.030(1), note § 1(1)(1995) and § 323.031(1)",1.28,Money,,7/30/2002,10/17/2002,"(44.56744942400047, -120.15503132599969)",5,LEG,1010LEG,670CGR,10GRP,411
1996,4,CA,California,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.370,CAL. REV. & TAX CODE § 30123 (a),0.37,Money,,10/1/1993,1/1/1994,"(37.63864012300047, -120.99999953799971)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,AZ,Arizona,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.180,AZ. REV. STAT. § 42-3251§ 42-3251.01(A) and § 42-3052 (5),1.18,Money,,11/5/2002,11/25/2002,"(34.865970280000454, -111.76381127699972)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,AR,Arkansas,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.340,"ARK. CODE ANN. §§ 26-57-208(1), 26-57-802(a), and 26-57-803(a)(1)",0.34,Money,An additional 2.5 cents per pack was added to the cigarette tax due to a funding contingency in the Breast Cancer Act of 1997.,4/17/2001,7/1/2001,"(34.74865012400045, -92.27449074299966)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,NE,Nebraska,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.340,NEB. REV. STAT. ANN. §  77-2602(1),0.34,Money,,6/1/1993,7/1/1993,"(41.6410409880005, -99.36572062299967)",5,LEG,1010LEG,670CGR,10GRP,411
2002,4,RI,Rhode Island,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.320,R.I. GEN. LAWS § 44-20-12,1.32,Money,,6/12/2002,7/1/2002,"(41.70828019300046, -71.52247031399963)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,WI,Wisconsin,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.590,WIS. STAT § 139.31(1)(a),0.59,Money,,10/11/1997,11/1/1997,"(44.39319117400049, -89.81637074199966)",5,LEG,1010LEG,670CGR,10GRP,411
2001,4,OH,Ohio,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.240,OHIO REV. CODE ANN. §§ 5743.02 and 5743.023,0.24,Money,,12/22/1992,1/1/1993,"(40.06021014100048, -82.40426005599966)",5,LEG,1010LEG,670CGR,10GRP,411
1999,4,CT,Connecticut,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.500,CONN. GEN. STAT. ANN. § 12-296,0.5,Money,,5/19/1993,7/1/1994,"(41.56266102000046, -72.64984095199964)",5,LEG,1010LEG,670CGR,10GRP,411
1998,4,MN,Minnesota,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.480,MINN. STAT. § 297F.05(1),0.48,Money,,4/23/1992,7/1/1992,"(46.35564873600049, -94.79420050299967)",5,LEG,1010LEG,670CGR,10GRP,411
1997,4,VA,Virginia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.025,VA. CODE ANN. § 58.1-1001,0.025,Money,,4/9/1984,1/1/1985,"(37.54268067400045, -78.45789046299967)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,ME,Maine,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),2.000,"ME. REV. STAT. ANN. tit. 36, § 4365",2,Money,,6/24/2005,9/19/2005,"(45.254228894000505, -68.98503133599962)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,WI,Wisconsin,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.770,WIS. STAT § 139.31(1)(a),0.77,Money,,8/30/2001,10/1/2001,"(44.39319117400049, -89.81637074199966)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,DC,District of Columbia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,D.C. CODE ANN. § 47-2402(a),1,Money,,12/4/2003,1/1/2003,"(38.89037138500049, -77.03196112699965)",5,LEG,1010LEG,670CGR,10GRP,411
2003,4,DC,District of Columbia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,D.C. CODE ANN. § 47-2402(a),1,Money,,12/4/2003,1/1/2003,"(38.89037138500049, -77.03196112699965)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,MD,Maryland,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,MD. CODE ANN. TAX-GEN § 12-105(a)(2),1,Money,,5/6/2002,6/1/2002,"(39.29058096400047, -76.60926011099963)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,LA,Louisiana,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.360,"LA. REV .STAT. ANN. §§ 47:841B(1), (2), (3), (4) and (5)",0.36,Money,,6/18/2002,7/1/2002,"(31.31266064400046, -92.44568007099969)",5,LEG,1010LEG,670CGR,10GRP,411
2006,2,UT,Utah,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.695,UTAH CODE ANN. § 59-14-204(2)(a),0.695,Money,,3/26/2002,5/6/2002,"(39.360700171000474, -111.58713063499971)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,NH,New Hampshire,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.800,N.H. REV. STAT. ANN. § 78:7,0.8,Money,,6/30/2005,7/1/2005,"(43.65595011300047, -71.50036091999965)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,NH,New Hampshire,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.800,N.H. REV. STAT. ANN. § 78:7,0.8,Money,,6/30/2005,7/1/2005,"(43.65595011300047, -71.50036091999965)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,VI,U.S. Virgin Islands,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.350 Cost,33 V.I.C. § 42,0,Money,Tax is 35% of the Cost Price,10/16/1998,,"(18.335765, -64.896335)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,VT,Vermont,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.790,"VT. STAT. ANN. tit. 32, § 7771 (c)",1.79,Money,Roll your own tobacco is taxed at a rate of 8.95 cents per little cigar and 99.44 cents per ounce.,5/25/2006,7/1/2006,"(43.62538123900049, -72.51764079099962)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,NM,New Mexico,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.910,N.M. STAT. ANN. § 7-12-3(A),0.91,Money,,4/8/2003,7/1/2003,"(34.52088095200048, -106.24058098499967)",5,LEG,1010LEG,670CGR,10GRP,411
2006,2,WY,Wyoming,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.600,WYO. STAT. §§ 39-18-101 and 39-18-104 a(i) and a(ii) or b(i) and b(ii),0.6,Money,,2/26/2003,7/1/2003,"(43.23554134300048, -108.10983035299967)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,MH,Marshall Islands,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.25,48 MIRC Ch.2 §227,0.25,Money,,9/14/2004,10/1/2004,"(11.3246908, 166.84174239999993)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,HI,Hawaii,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.400,HAW. REV. STAT. § 245-3(a)(2),1.4,Money,,7/1/2002,7/1/2004,"(21.304850435000446, -157.85774940299973)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,MD,Maryland,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,MD. CODE ANN. TAX-GEN § 12-105(a)(2),1,Money,,5/6/2002,6/1/2002,"(39.29058096400047, -76.60926011099963)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,AK,Alaska,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.600,Alaska Stat. §§ 43.50.090 and 43.50.190,1.6,Money,,7/24/2004,1/1/2005,"(64.84507995700051, -147.72205903599973)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,1,IN,Indiana,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.555,IND. CODE ANN. § 6-7-1-12.(a)(1),0.555,Money,,6/28/2002,7/1/2002,"(39.766910452000445, -86.14996019399968)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,KS,Kansas,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.790,KAN. STAT. ANN. § 79-3310,0.79,Money,,5/30/2002,1/1/2003,"(38.34774030000045, -98.20078122699965)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,GU,Guam,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,11 GUAM CODE ANN. § 26603,1,Money,,2/28/2003,5/1/2003,"(13.444304, 144.793731)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,ND,North Dakota,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.440,N.D. CENT. CODE §§ 57-36-06(1) and 57-36-32,0.44,Money,,4/30/1993,6/30/1993,"(47.47531977900047, -100.11842104899966)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,PA,Pennsylvania,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.350,72 PA. CONS. STAT. ANN. § 8206,1.35,Money,,12/23/2003,1/7/2004,"(40.79373015200048, -77.86070029399963)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,MO,Missouri,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.170,MO. REV. STAT. § 149.015(1),0.17,Money,,7/1/1993,10/1/1993,"(38.635790776000476, -92.56630005299968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,SC,South Carolina,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.070,S.C. CODE ANN. § 12-21-620 (1),0.07,Money,,5/31/1977,5/31/1977,"(33.998821303000454, -81.04537120699968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,CO,Colorado,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.840,COLO. REV. STAT. §§ 39-28-103.5 AND 39-28-103,0.84,Money,,6/2/2005,1/1/2005,"(38.843840757000464, -106.13361092099967)",5,LEG,1010LEG,670CGR,10GRP,411
2006,4,AK,Alaska,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.800,Alaska Stat. §§ 43.50.090 and 43.50.190,1.8,Money,,7/24/2004,1/1/2005,"(64.84507995700051, -147.72205903599973)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,NC,North Carolina,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.350,N.C. GEN. STAT. § 105-113.5,0.35,Money,,8/13/2005,7/1/2006,"(35.466220975000454, -79.15925046299964)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,MH,Marshall Islands,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.25,48 MIRC Ch.2 §227,0.25,Money,,9/14/2004,10/1/2004,"(11.3246908, 166.84174239999993)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,PA,Pennsylvania,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.350,72 PA. CONS. STAT. ANN. § 8206,1.35,Money,,12/23/2003,1/7/2004,"(40.79373015200048, -77.86070029399963)",5,LEG,1010LEG,670CGR,10GRP,411
2003,4,IA,Iowa,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.360,IOWA CODE ANN § 453A.6 (1),0.36,Money,,5/31/1991,6/1/1991,"(42.46940091300047, -93.81649055599968)",5,LEG,1010LEG,670CGR,10GRP,411
2003,4,CO,Colorado,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.200,COLO. REV. STAT. § 39-28-103,0.2,Money,,,,"(38.843840757000464, -106.13361092099967)",5,LEG,1010LEG,670CGR,10GRP,411
2003,4,RI,Rhode Island,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.710,R.I. GEN. LAWS § 44-20-12,1.71,Money,,7/15/2003,7/1/2003,"(41.70828019300046, -71.52247031399963)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,MA,Massachusetts,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.510,"MASS. GEN. LAWS ANN. ch. 64c, §§ 6, 7A(a), and 7C(a)",1.51,Money,,7/31/2002,7/24/2002,"(42.27687047000046, -72.08269067499964)",5,LEG,1010LEG,670CGR,10GRP,411
2006,2,IL,Illinois,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.980,35 ILL. COMP. STAT. ANN. § 130/2.,0.98,Money,,6/6/2002,7/1/2002,"(40.48501028300046, -88.99771017799969)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,KY,Kentucky,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.300,KY. REV. STAT. ANN. § 138.140,0.3,Money,,3/23/2005,6/1/2005,"(37.645970271000465, -84.77497104799966)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,CO,Colorado,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.200,COLO. REV. STAT. § 39-28-103,0.2,Money,,,,"(38.843840757000464, -106.13361092099967)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,VA,Virginia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.200,Va. Code Ann. §  58.1-1001,0.2,Money,,6/6/2004,8/1/2004,"(37.54268067400045, -78.45789046299967)",5,LEG,1010LEG,670CGR,10GRP,411
2006,2,HI,Hawaii,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.400,HAW. REV. STAT. § 245-3(a)(2),1.4,Money,,7/1/2002,7/1/2004,"(21.304850435000446, -157.85774940299973)",5,LEG,1010LEG,670CGR,10GRP,411
2006,2,MS,Mississippi,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.180,MISS. CODE ANN. § 27-69-13(a),0.18,Money,,3/19/1985,6/1/1985,"(32.745510099000455, -89.53803082499968)",5,LEG,1010LEG,670CGR,10GRP,411
2006,3,MI,Michigan,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),2.000,Mich. Comp. Laws  §  205.427,2,Money,,6/24/2004,7/1/2004,"(44.6613195430005, -84.71439026999968)",5,LEG,1010LEG,670CGR,10GRP,411
2003,4,NV,Nevada,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.800,NEV. REV. STAT. ANN. § 370.165,0.8,Money,,7/22/2003,7/22/2003,"(39.493240390000494, -117.07184056399967)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,DC,District of Columbia,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.000,D.C. CODE ANN. § 47-2402(a),1,Money,,12/4/2003,1/1/2003,"(38.89037138500049, -77.03196112699965)",5,LEG,1010LEG,670CGR,10GRP,411
2005,4,PW,Palau,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),No Provision,,0,Money,,,,"(7.514979999999999, 134.58251999999993)",5,LEG,1010LEG,670CGR,10GRP,411
2004,4,IL,Illinois,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),0.980,35 ILL. COMP. STAT. ANN. § 130/2.,0.98,Money,,6/6/2002,7/1/2002,"(40.48501028300046, -88.99771017799969)",5,LEG,1010LEG,670CGR,10GRP,411
2007,1,AK,Alaska,Legislation - Tax Combustible Tobacco,Cigarette,OSH,Restrictions,Cigarette Tax ($ per pack),1.800,Alaska Stat. §§ 43.50.090 and 43.50.190,1.8,Money,,7/24/2004,1/1/2005,"(64.84507995700051, -147.72205903599973)",5,LEG,1010LEG,670CGR,10GRP,411
